,id_filma,zanr,id_rezisera,id_glumca1,id_glumca2,ocena,mesec_izlaska,br_oskara_rezisera,br_dr_nagrada_rezisera,br_oskara_glumca1,br_dr_nagrada_glumca1,br_oskara_glumca2,br_dr_nagrada_glumca2
0,tt1375666,"Action, Adventure, Sci-Fi",nm0634240,nm0000138,nm0330687,8.8,July,5,139,1,99,0,22
1,tt1345836,"Action, Adventure",nm0634240,nm0000288,nm0362766,8.4,July,5,139,1,78,1,18
2,tt0816692,"Adventure, Drama, Sci-Fi",nm0634240,nm0000190,nm0004266,8.6,November,5,139,1,48,1,68
3,tt1853728,"Drama, Western",nm0000233,nm0004937,nm0910607,8.4,January,2,165,1,50,2,83
4,tt0848228,"Action, Adventure, Sci-Fi",nm0923736,nm0000375,nm0262635,8.0,May,1,25,2,41,0,7
5,tt0993846,"Biography, Crime, Drama",nm0000217,nm0000138,nm1706767,8.2,December,1,167,1,99,2,8
6,tt1130884,"Mystery, Thriller",nm0000217,nm0000138,nm0607865,8.2,March,1,167,1,99,0,5
7,tt2015381,"Action, Adventure, Comedy",nm0348181,nm0695435,nm0004874,8.0,August,0,15,0,17,0,7
8,tt7286456,"Crime, Drama, Thriller",nm0680846,nm0001618,nm0000134,8.5,October,4,20,1,67,2,61
9,tt1431045,"Action, Adventure, Comedy",nm1783265,nm0005351,nm1072555,8.0,February,1,2,0,18,0,3
10,tt1392190,"Action, Adventure, Sci-Fi",nm0004306,nm0362766,nm0000234,8.1,May,1,71,1,18,1,65
11,tt2488496,"Action, Adventure, Sci-Fi",nm0009190,nm5397459,nm3915784,7.9,December,0,24,0,8,0,8
12,tt2267998,"Drama, Mystery, Thriller",nm0000399,nm0000255,nm0683253,8.1,October,2,68,2,71,1,30
13,tt1392170,"Action, Adventure, Sci-Fi",nm0002657,nm2225369,nm1242688,7.2,March,4,8,1,118,0,19
14,tt4154756,"Action, Adventure, Sci-Fi",nm0751577,nm0000375,nm1165110,8.4,April,0,6,2,41,0,13
15,tt4154796,"Action, Adventure, Drama",nm0751577,nm0000375,nm0262635,8.4,April,0,6,2,41,0,7
16,tt1454468,"Drama, Sci-Fi, Thriller",nm0190859,nm0000113,nm0000123,7.7,October,4,253,1,76,2,91
17,tt1201607,"Adventure, Drama, Fantasy",nm0946734,nm0705356,nm0914612,8.1,July,0,15,0,15,0,25
18,tt0903624,"Adventure, Fantasy",nm0001392,nm0293509,nm0005212,7.8,December,3,136,0,10,2,53
19,tt3659388,"Adventure, Drama, Sci-Fi",nm0000631,nm0000354,nm1567113,8.0,October,4,44,1,34,2,85
20,tt0435761,"Animation, Adventure, Comedy",nm0881279,nm0000158,nm0000741,8.3,June,2,28,2,88,0,22
21,tt1300854,"Action, Adventure, Sci-Fi",nm0000948,nm0000375,nm0001602,7.2,May,0,4,2,41,0,11
22,tt0800369,"Action, Adventure, Fantasy",nm0000110,nm1165110,nm0000164,7.0,April,5,33,0,13,1,52
23,tt2395427,"Action, Adventure, Sci-Fi",nm0923736,nm0000375,nm0262635,7.3,April,1,25,2,41,0,7
24,tt0458339,"Action, Adventure, Sci-Fi",nm0002653,nm0262635,nm0915989,6.9,July,1,0,0,7,0,31
25,tt1843866,"Action, Adventure, Sci-Fi",nm0751577,nm0262635,nm0000168,7.7,April,0,6,0,7,1,39
26,tt1228705,"Action, Adventure, Sci-Fi",nm0269463,nm0000375,nm0000620,7.0,April,0,9,2,41,1,39
27,tt2582802,"Drama, Music",nm3227090,nm1886602,nm0799777,8.5,October,1,76,0,4,1,60
28,tt2278388,"Adventure, Comedy, Crime",nm0027572,nm0000146,nm0000719,8.1,March,7,75,2,41,1,8
29,tt1663202,"Action, Adventure, Drama",nm0327944,nm0000138,nm0362766,8.0,January,4,120,1,99,1,18
30,tt0947798,"Drama, Thriller",nm0004716,nm0000204,nm0005109,8.0,December,1,41,1,93,0,14
31,tt0770828,"Action, Adventure, Sci-Fi",nm0811583,nm0147147,nm0010736,7.0,June,0,5,0,3,6,71
32,tt2084970,"Biography, Drama, Thriller",nm0878763,nm1212722,nm0461136,8.0,January,1,33,1,32,2,28
33,tt0892769,"Animation, Action, Adventure",nm0213450,nm0059431,nm0124930,8.1,April,3,8,0,5,0,4
34,tt1045658,"Comedy, Drama, Romance",nm0751102,nm0177896,nm2225369,7.7,February,5,44,8,55,1,118
35,tt1877832,"Action, Adventure, Sci-Fi",nm0001741,nm0001772,nm0005212,7.9,May,0,18,0,21,2,53
36,tt3498820,"Action, Adventure, Sci-Fi",nm0751577,nm0262635,nm0000375,7.8,May,0,6,0,7,2,41
37,tt1270798,"Action, Adventure, Sci-Fi",nm0891216,nm0564215,nm1055413,7.7,June,0,5,0,19,2,78
38,tt3315342,"Action, Drama, Sci-Fi",nm0003506,nm0413168,nm0001772,8.1,March,2,11,1,31,0,21
39,tt1504320,"Biography, Drama, History",nm0393799,nm0000147,nm0001691,8.0,December,1,35,1,67,1,45
40,tt2024544,"Biography, Drama, History",nm2588606,nm0252230,nm0931324,8.1,March,1,84,1,57,0,12
41,tt1074638,"Action, Adventure, Thriller",nm0005222,nm0185819,nm0000849,7.7,October,1,55,0,14,1,103
42,tt2975590,"Action, Adventure, Sci-Fi",nm0811583,nm0000255,nm0147147,6.4,March,0,5,2,71,0,3
43,tt1285016,"Biography, Drama",nm0000399,nm0251986,nm1940449,7.7,November,2,68,1,21,1,18
44,tt1825683,"Action, Adventure, Sci-Fi",nm3363032,nm1569276,nm0430107,7.3,February,0,48,0,10,0,40
45,tt1951264,"Action, Adventure, Mystery",nm1349376,nm2225369,nm1242688,7.5,November,0,5,1,118,0,19
46,tt2096673,"Animation, Adventure, Comedy",nm0230032,nm0688132,nm0352778,8.1,June,2,46,0,28,0,21
47,tt0816711,"Action, Adventure, Horror",nm0286975,nm0000093,nm0257969,7.0,June,0,6,2,117,0,0
48,tt1170358,"Adventure, Fantasy",nm0001392,nm0005212,nm0293509,7.8,December,3,136,2,53,0,10
49,tt1386697,"Action, Adventure, Fantasy",nm0043742,nm0000226,nm0001467,6.0,August,0,0,2,66,1,49
50,tt1631867,"Action, Adventure, Sci-Fi",nm0510731,nm0000129,nm1289434,7.9,May,0,2,3,53,0,21
51,tt1392214,"Crime, Drama, Mystery",nm0898288,nm0413168,nm0350453,8.1,September,1,77,1,31,1,36
52,tt1670345,"Crime, Mystery, Thriller",nm0504642,nm0251986,nm0996669,7.3,June,0,0,1,21,1,18
53,tt1981115,"Action, Adventure, Fantasy",nm0851930,nm1165110,nm0000204,6.9,November,0,7,0,13,1,93
54,tt1211837,"Action, Adventure, Fantasy",nm0220600,nm1212722,nm0252230,7.5,November,0,0,1,32,1,57
55,tt2543164,"Drama, Sci-Fi",nm0898288,nm0010736,nm0719637,7.9,December,1,77,6,71,2,34
56,tt2802144,"Action, Adventure, Comedy",nm0891216,nm0000147,nm5473782,7.7,February,0,5,1,67,0,6
57,tt3501632,"Action, Adventure, Comedy",nm0169806,nm1165110,nm1089991,7.9,November,1,71,0,13,0,5
58,tt0454876,"Adventure, Drama, Fantasy",nm0000487,nm4139037,nm0451234,7.9,November,2,102,0,3,0,32
59,tt0369610,"Action, Adventure, Sci-Fi",nm1119880,nm0695435,nm0397171,7.0,June,0,7,0,17,0,21
60,tt2562232,"Comedy, Drama",nm0327944,nm0000474,nm0302108,7.7,November,4,120,1,65,0,20
61,tt1024648,"Biography, Drama, Thriller",nm0000255,nm0000255,nm0186505,7.7,October,2,71,2,71,1,57
62,tt2294629,"Animation, Adventure, Comedy",nm0118333,nm0068338,nm0579953,7.4,December,1,12,0,15,0,7
63,tt1637725,Comedy,nm0532235,nm0000242,nm0005109,6.9,June,1,24,2,22,0,14
64,tt0780504,"Crime, Drama",nm0716347,nm0331516,nm1659547,7.8,March,0,30,2,37,1,44
65,tt1446714,"Adventure, Mystery, Sci-Fi",nm0000631,nm0636426,nm1334869,7.0,June,4,44,0,13,0,0
66,tt0478970,"Action, Adventure, Comedy",nm0715636,nm0748620,nm0000140,7.3,July,0,2,0,9,2,49
67,tt3896198,"Action, Adventure, Comedy",nm0348181,nm0695435,nm0757855,7.6,May,0,15,0,17,0,16
68,tt2527336,"Action, Adventure, Fantasy",nm0426059,nm5397459,nm3915784,7.0,December,1,35,0,8,0,8
69,tt0948470,"Action, Adventure, Sci-Fi",nm1989536,nm1940449,nm1297015,6.9,July,0,7,1,18,1,72
70,tt3748528,"Action, Adventure, Sci-Fi",nm2284484,nm0428065,nm0526019,7.8,December,0,13,1,12,0,19
71,tt5013056,"Action, Drama, History",nm0634240,nm7887725,nm4422686,7.9,July,5,139,0,0,0,6
72,tt0451279,"Action, Adventure, Fantasy",nm0420941,nm2933757,nm1517976,7.4,June,0,12,0,6,0,7
73,tt1798709,"Drama, Romance, Sci-Fi",nm0005069,nm0001618,nm0010736,8.0,March,1,64,1,67,6,71
74,tt7131622,"Comedy, Drama",nm0000233,nm0000138,nm0000093,7.6,August,2,165,1,99,2,117
75,tt1276104,"Action, Drama, Sci-Fi",nm0426059,nm0330687,nm0000246,7.4,September,1,35,0,22,0,20
76,tt2911666,"Action, Crime, Thriller",nm0821432,nm0000206,nm0638824,7.4,October,0,0,0,13,0,6
77,tt1219289,"Sci-Fi, Thriller",nm1139726,nm0177896,nm0295484,7.4,March,0,4,8,55,0,4
78,tt1250777,"Action, Comedy, Crime",nm0891216,nm1093951,nm0000115,7.6,March,0,5,0,4,1,44
79,tt3460252,"Crime, Drama, Mystery",nm0000233,nm0000168,nm0000621,7.8,January,2,165,1,39,0,7
80,tt1232829,"Action, Comedy, Crime",nm0520488,nm1706767,nm1475594,7.2,June,1,27,2,8,0,21
81,tt2250912,"Action, Adventure, Sci-Fi",nm1218281,nm4043618,nm0000474,7.4,July,0,0,0,19,1,65
82,tt3783958,"Comedy, Drama, Music",nm3227090,nm0331516,nm1297015,8.0,December,1,76,2,37,1,72
83,tt1323594,"Animation, Comedy, Crime",nm1853544,nm0136797,nm0781981,7.6,July,1,0,1,35,0,7
84,tt1318514,"Action, Drama, Sci-Fi",nm1012501,nm0290556,nm0785227,7.6,August,0,2,1,51,0,41
85,tt5052448,"Horror, Mystery, Thriller",nm1443502,nm2257207,nm4129745,7.7,February,1,100,1,18,0,0
86,tt1483013,"Action, Adventure, Sci-Fi",nm2676052,nm0000129,nm0000151,7.0,April,0,0,3,53,1,63
87,tt0945513,"Action, Drama, Mystery",nm1512910,nm0350453,nm1157358,7.5,April,0,14,1,36,0,3
88,tt1298650,"Action, Adventure, Fantasy",nm0551128,nm0000136,nm0004851,6.6,May,1,17,3,76,1,59
89,tt1343092,"Drama, Romance",nm0525303,nm0000138,nm1659547,7.2,May,1,35,1,99,1,44
90,tt0926084,"Adventure, Family, Fantasy",nm0946734,nm0705356,nm0914612,7.7,November,0,15,0,15,0,25
91,tt5463162,"Action, Adventure, Comedy",nm0500610,nm0005351,nm0000982,7.7,May,0,3,0,18,1,21
92,tt2310332,"Adventure, Fantasy",nm0001392,nm0005212,nm0293509,7.4,December,3,136,2,53,0,10
93,tt1570728,"Comedy, Drama, Romance",nm0275629,nm0136797,nm0331516,7.4,July,0,2,1,35,2,37
94,tt1663662,"Action, Adventure, Sci-Fi",nm0868219,nm0252961,nm0402271,6.9,July,2,97,0,25,0,3
95,tt1408101,"Action, Adventure, Sci-Fi",nm0009190,nm1517976,nm0704270,7.7,May,0,24,0,7,0,10
96,tt1411697,Comedy,nm0680846,nm0177896,nm0302108,6.5,May,4,20,8,55,0,20
97,tt2872718,"Crime, Drama, Thriller",nm0319659,nm0350453,nm0000623,7.9,October,1,18,1,36,0,4
98,tt1659337,"Drama, Romance",nm0154716,nm0503567,nm0914612,8.0,NA,0,8,0,7,0,25
99,tt1229238,"Action, Adventure, Thriller",nm0083348,nm0000129,nm0719637,7.4,December,2,32,3,53,2,34
100,tt1396484,Horror,nm0615592,nm0803889,nm5897057,7.3,September,0,11,0,5,0,4
101,tt1856101,"Action, Drama, Mystery",nm0898288,nm0000148,nm0331516,8.0,October,1,77,1,42,2,37
102,tt1800241,"Crime, Drama",nm0751102,nm0000288,nm0010736,7.2,January,5,44,1,78,6,71
103,tt1727824,"Biography, Drama, Music",nm0001741,nm1785339,nm2377903,8.0,October,0,18,1,20,0,0
104,tt2872732,"Action, Sci-Fi, Thriller",nm0000108,nm0424060,nm0000151,6.4,August,0,28,2,61,1,63
105,tt1457767,"Horror, Mystery, Thriller",nm1490123,nm0933940,nm0267812,7.5,September,0,14,0,3,1,21
106,tt0790636,"Biography, Drama",nm0885249,nm0000190,nm0004950,8.0,November,1,31,1,48,0,11
107,tt2179136,"Action, Biography, Drama",nm0000142,nm0177896,nm1092227,7.3,February,4,150,8,55,0,5
108,tt1291584,"Action, Drama, Sport",nm0640334,nm0362766,nm0000560,8.2,September,0,4,1,18,3,12
109,tt3890160,"Action, Crime, Music",nm0942367,nm5052065,nm1256532,7.6,June,0,14,0,9,0,0
110,tt4154664,"Action, Adventure, Sci-Fi",nm1349818,nm0488953,nm0000168,6.9,March,0,7,1,63,1,39
111,tt1979320,"Action, Biography, Drama",nm0000165,nm0117709,nm1165110,8.1,October,2,37,0,24,0,13
112,tt2948356,"Animation, Adventure, Comedy",nm0397174,nm0329481,nm0000867,8.0,March,1,10,0,3,0,15
113,tt2119532,"Biography, Drama, History",nm0000154,nm1940449,nm0941777,8.1,November,2,41,1,18,0,6
114,tt1430132,"Action, Adventure, Sci-Fi",nm0003506,nm0413168,nm0498449,6.7,July,2,11,1,31,0,5
115,tt1454029,Drama,nm0853238,nm1297015,nm0205626,8.0,August,0,13,1,72,1,91
116,tt8946378,"Comedy, Crime, Drama",nm0426059,nm0185819,nm0262635,7.9,November,1,35,0,14,0,7
117,tt1840309,"Action, Adventure, Mystery",nm1139726,nm0940362,nm3772243,6.7,March,0,4,0,35,0,3
118,tt5027774,"Comedy, Crime, Drama",nm1732981,nm0000531,nm0000437,8.2,December,1,53,2,91,3,29
119,tt2713180,"Action, Drama, War",nm0043742,nm0000093,nm0479471,7.6,October,0,0,2,117,0,16
120,tt1499658,"Comedy, Crime",nm1164861,nm0000867,nm0206359,6.9,July,0,2,0,15,0,2
121,tt1515091,"Action, Adventure, Mystery",nm0005363,nm0000375,nm0000179,7.5,December,0,8,2,41,2,19
122,tt1568346,"Crime, Drama, Mystery",nm0000399,nm0185819,nm1913734,7.8,December,2,68,0,14,2,27
123,tt4972582,"Horror, Thriller",nm0796117,nm0564215,nm5896355,7.3,February,2,16,0,19,0,10
124,tt1535109,"Adventure, Biography, Crime",nm0339030,nm0000158,nm5831542,7.8,October,1,38,2,88,1,6
125,tt1535108,"Action, Drama, Sci-Fi",nm0088955,nm0000354,nm0000149,6.6,August,1,14,1,34,2,56
126,tt1895587,"Biography, Crime, Drama",nm0565336,nm0749263,nm0000474,8.1,March,1,76,3,31,1,65
127,tt1790864,"Action, Mystery, Sci-Fi",nm1226871,nm3729721,nm2546012,6.8,September,0,2,0,12,0,0
128,tt1872181,"Action, Adventure, Sci-Fi",nm1989536,nm1940449,nm1297015,6.6,April,0,7,1,18,1,72
129,tt1951265,"Action, Adventure, Sci-Fi",nm1349376,nm2225369,nm1242688,6.6,November,0,5,1,118,0,19
130,tt2103281,"Action, Adventure, Drama",nm0716257,nm0000198,nm0005392,7.6,July,0,2,1,59,0,8
131,tt2245084,"Animation, Action, Adventure",nm2320658,nm3994407,nm0012523,7.8,December,1,0,0,0,0,2
132,tt3183660,"Adventure, Family, Fantasy",nm0946734,nm1519666,nm2239702,7.3,November,0,15,1,21,0,3
133,tt6644200,"Drama, Horror, Sci-Fi",nm1024677,nm1289434,nm1024677,7.5,April,0,14,0,21,0,14
134,tt0398286,"Animation, Adventure, Comedy",nm1977355,nm0601553,nm1157048,7.7,January,0,0,0,11,0,3
135,tt1723121,"Comedy, Crime",nm1098493,nm0837177,nm0000098,7.0,August,0,0,0,0,0,42
136,tt2980516,"Biography, Drama, Romance",nm1016428,nm1519666,nm0428065,7.7,November,1,25,1,21,1,12
137,tt8579674,"Drama, War",nm0005222,nm2835616,nm1126657,8.3,January,1,55,0,0,0,7
138,tt3385516,"Action, Adventure, Sci-Fi",nm0001741,nm0564215,nm1055413,6.9,May,0,18,0,19,2,78
139,tt1605783,"Comedy, Fantasy, Romance",nm0000095,nm0005562,nm1046097,7.7,May,4,140,1,15,1,22
140,tt1399103,"Action, Adventure, Sci-Fi",nm0000881,nm0479471,nm2492819,6.2,June,0,9,0,16,0,0
141,tt1245492,Comedy,nm1698571,nm0290556,nm1706767,6.6,October,0,4,1,51,2,8
142,tt2379713,"Action, Adventure, Thriller",nm0005222,nm0185819,nm0910607,6.8,November,1,55,0,14,2,83
143,tt1014759,"Adventure, Family, Fantasy",nm0000318,nm1985859,nm0000136,6.4,March,2,27,0,6,3,76
144,tt0974015,"Action, Adventure, Fantasy",nm0811583,nm0000255,nm2933757,6.3,November,0,5,2,71,0,6
145,tt1772341,"Animation, Adventure, Comedy",nm0601781,nm0000604,nm1442113,7.7,November,1,19,1,21,0,3
146,tt0446029,"Action, Comedy, Fantasy",nm0942367,nm0148418,nm0935541,7.5,August,0,14,0,7,0,4
147,tt1259521,Horror,nm1206844,nm1393354,nm1165110,7.0,April,1,17,0,0,0,13
148,tt0831387,"Action, Adventure, Sci-Fi",nm2284484,nm1093951,nm0647634,6.4,May,0,13,0,4,0,14
149,tt1217209,"Animation, Adventure, Comedy",nm0028764,nm0531808,nm0175262,7.1,September,1,6,0,18,0,3
150,tt2380307,"Animation, Adventure, Family",nm0881279,nm5645519,nm0305558,8.4,November,2,28,0,10,0,36
151,tt1637688,"Action, Sci-Fi, Thriller",nm0629272,nm0005493,nm1086543,6.7,October,1,11,1,53,0,7
152,tt1690953,"Animation, Adventure, Comedy",nm1853544,nm0136797,nm1325419,7.3,October,1,0,1,35,1,13
153,tt3397884,"Action, Crime, Drama",nm0898288,nm1289434,nm0000982,7.6,October,1,77,0,21,1,21
154,tt1905041,"Action, Adventure, Thriller",nm0510912,nm0004874,nm0908094,7.1,May,0,3,0,7,0,7
155,tt3170832,"Drama, Thriller",nm1049433,nm0488953,nm5016878,8.1,January,1,25,1,63,0,21
156,tt5580390,"Adventure, Drama, Fantasy",nm0868219,nm1020089,nm0818055,7.3,December,2,97,2,53,1,38
157,tt1210166,"Biography, Drama, Sport",nm0587955,nm0000093,nm0000705,7.6,September,2,16,2,117,0,13
158,tt1677720,"Action, Adventure, Sci-Fi",nm0000229,nm4446467,nm4972453,7.5,March,3,189,0,10,0,4
159,tt1477834,"Action, Adventure, Fantasy",nm1490123,nm0597388,nm1720028,6.9,December,0,14,0,2,0,4
160,tt2527338,"Action, Adventure, Fantasy",nm0009190,nm5397459,nm3915784,6.6,December,0,24,0,8,0,8
161,tt4425200,"Action, Crime, Thriller",nm0821432,nm0000206,nm1249052,7.5,February,0,0,0,13,0,19
162,tt4633694,"Animation, Action, Adventure",nm2130108,nm4271336,nm2159926,8.4,December,1,14,0,3,0,0
163,tt6966692,"Biography, Comedy, Drama",nm0268380,nm0001557,nm0991810,8.2,November,2,24,3,42,2,79
164,tt2820852,"Action, Adventure, Thriller",nm1490123,nm0004874,nm0908094,7.1,April,0,14,0,7,0,7
165,tt1596363,"Biography, Comedy, Drama",nm0570912,nm0000288,nm0136797,7.8,December,1,31,1,78,1,35
166,tt1282140,"Comedy, Drama, Romance",nm0323239,nm1297015,nm0004789,7.0,September,0,0,1,72,0,9
167,tt1270797,"Action, Adventure, Sci-Fi",nm0281508,nm0362766,nm0931329,6.7,October,0,0,1,18,4,49
168,tt1596343,"Action, Adventure, Crime",nm0510912,nm0004874,nm0908094,7.3,April,0,3,0,7,0,7
169,tt0840361,"Crime, Drama, Thriller",nm0000255,nm0000255,nm0356017,7.5,November,2,71,2,71,0,11
170,tt1355644,"Drama, Romance, Sci-Fi",nm0878763,nm2225369,nm0695435,7.0,December,1,33,1,118,0,17
171,tt1542344,"Biography, Drama",nm0000965,nm0290556,nm0848554,7.5,January,1,83,1,51,0,5
172,tt2294449,"Action, Comedy, Crime",nm0520488,nm1475594,nm1706767,7.0,August,1,27,0,21,2,8
173,tt1371111,"Action, Drama, Mystery",nm0878756,nm0000158,nm0000932,7.4,November,0,39,2,88,1,44
174,tt1587310,"Action, Adventure, Family",nm0834902,nm0001401,nm1102577,7.0,June,2,19,1,56,0,11
175,tt2582846,"Drama, Romance",nm1837748,nm0940362,nm5052065,7.7,June,0,2,0,35,0,9
176,tt2381249,"Action, Adventure, Thriller",nm0003160,nm0000129,nm0272581,7.4,July,1,9,3,53,0,7
177,tt0964517,"Biography, Drama, Sport",nm0751102,nm0000242,nm0000288,7.8,February,5,44,2,22,1,78
178,tt1632708,"Comedy, Romance",nm0323239,nm0005109,nm0005493,6.5,July,0,0,0,14,1,53
179,tt1650062,"Action, Adventure, Sci-Fi",nm0009190,nm1102577,nm1404488,7.0,June,0,24,0,11,0,3
180,tt1065073,Drama,nm0000500,nm1294664,nm0000099,7.9,February,5,108,0,7,1,55
181,tt1409024,"Action, Adventure, Comedy",nm0001756,nm0000226,nm0000169,6.8,May,0,6,2,66,1,42
182,tt0455944,"Action, Crime, Thriller",nm0298807,nm0000243,nm0190744,7.2,October,0,5,2,82,0,2
183,tt1517451,"Drama, Music, Romance",nm0177896,nm3078932,nm0177896,7.6,October,8,55,1,61,8,55
184,tt1320253,"Action, Adventure, Thriller",nm0000230,nm0000230,nm0005458,6.5,August,3,61,3,61,0,0
185,tt1907668,"Drama, Thriller",nm0000709,nm0000243,nm1229204,7.3,March,1,34,2,82,0,0
186,tt1231583,"Comedy, Drama",nm0680846,nm0000375,nm0302108,6.5,November,4,20,2,41,0,20
187,tt1490017,"Animation, Action, Adventure",nm0588087,nm0695435,nm0002071,7.7,February,1,22,0,17,0,16
188,tt1453405,"Animation, Adventure, Comedy",nm0768959,nm0000345,nm0000422,7.3,June,0,2,0,32,0,30
189,tt1748122,"Comedy, Drama, Romance",nm0027572,nm4442068,nm4442319,7.8,June,7,75,0,2,0,2
190,tt1302006,"Biography, Crime, Drama",nm0000217,nm0000134,nm0000199,7.9,November,1,167,2,61,1,51
191,tt6320628,"Action, Adventure, Sci-Fi",nm1218281,nm4043618,nm0000168,7.5,July,0,0,0,19,1,39
192,tt2283362,"Action, Adventure, Comedy",nm0440458,nm0425005,nm2394794,6.9,December,0,0,0,14,0,8
193,tt1306980,"Comedy, Drama, Romance",nm1349522,nm0330687,nm0736622,7.6,September,0,9,0,22,0,12
194,tt1104001,"Action, Adventure, Sci-Fi",nm2676052,nm0000313,nm1330560,6.8,December,0,0,1,48,0,4
195,tt1403865,"Drama, Western",nm0001053,nm0000313,nm0000354,7.6,March,4,110,1,48,1,34
196,tt1707386,"Drama, History, Musical",nm0393799,nm0413168,nm0000128,7.6,February,1,35,1,31,1,36
197,tt0790724,"Action, Thriller",nm0003160,nm0000129,nm0683253,7.0,January,1,9,3,53,1,30
198,tt2788710,"Action, Adventure, Comedy",nm1698571,nm0290556,nm0736622,6.5,December,0,4,1,51,0,12
199,tt5095030,"Action, Adventure, Comedy",nm0715636,nm0748620,nm1431940,7.1,July,0,2,0,9,0,6
200,tt0970179,"Drama, Family, Fantasy",nm0000217,nm2633535,nm1631269,7.5,November,1,167,0,5,0,28
201,tt1646971,"Animation, Action, Adventure",nm0213450,nm0059431,nm0000949,7.8,June,3,8,0,5,2,155
202,tt2109248,"Action, Adventure, Sci-Fi",nm0000881,nm0000242,nm2443758,5.6,June,0,9,2,22,0,0
203,tt0433035,"Action, Drama, Sci-Fi",nm0506613,nm0413168,nm1431940,7.1,October,1,4,1,31,0,6
204,tt2322441,"Drama, Romance, Thriller",nm0853374,nm0424848,nm1946193,4.1,February,0,7,0,10,0,7
205,tt0944835,"Action, Thriller",nm0637518,nm0001401,nm0000630,6.4,August,0,24,1,56,0,14
206,tt0359950,"Comedy, Drama, Fantasy",nm0001774,nm0001774,nm1325419,7.3,January,0,14,0,14,1,13
207,tt1037705,"Action, Adventure, Drama",nm0400436,nm0000243,nm0005109,6.9,January,0,0,2,82,0,14
208,tt1951261,"Comedy, Crime",nm0680846,nm0177896,nm0302108,5.8,May,4,20,8,55,0,20
209,tt1764651,"Action, Adventure, Thriller",nm0922346,nm0000230,nm2955013,6.6,August,0,2,3,61,0,6
210,tt1397280,"Action, Thriller",nm0576298,nm0000553,nm0000463,6.3,October,0,2,1,22,0,5
211,tt1179933,"Action, Drama, Horror",nm0870469,nm0000422,nm0935541,7.2,March,0,2,0,30,0,4
212,tt1245526,"Action, Comedy, Crime",nm0777881,nm0000246,nm0000545,7.0,November,0,15,0,20,1,2
213,tt4912910,"Action, Adventure, Thriller",nm0003160,nm0000129,nm0147147,7.7,July,1,9,3,53,0,3
214,tt3778644,"Action, Adventure, Sci-Fi",nm0000165,nm2403277,nm0000437,6.9,May,2,37,0,0,3,29
215,tt3682448,"Drama, History, Thriller",nm0000229,nm0000158,nm0753314,7.6,November,3,189,2,88,1,19
216,tt2004420,Comedy,nm0831557,nm0736622,nm0126284,6.3,May,0,2,0,12,0,13
217,tt1194173,"Action, Adventure, Thriller",nm0006904,nm0719637,nm0001838,6.6,August,2,3,2,34,1,43
218,tt1951266,"Action, Adventure, Sci-Fi",nm1349376,nm2225369,nm1242688,6.6,November,0,5,1,118,0,19
219,tt2584384,"Comedy, Drama, War",nm0169806,nm9877392,nm5057169,7.9,October,1,71,0,7,0,7
220,tt1253863,"Action, Drama",nm1729171,nm0822982,nm1200692,6.2,March,0,3,0,0,0,5
221,tt1598778,"Drama, Thriller",nm0001752,nm0000354,nm0000701,6.7,September,1,31,1,34,1,90
222,tt1950186,"Action, Biography, Drama",nm0003506,nm0000354,nm0000288,8.1,November,2,11,1,34,1,78
223,tt1591095,"Comedy, Drama, Horror",nm1490123,nm0933940,nm0126284,6.8,April,0,14,0,3,0,13
224,tt3799694,"Action, Comedy, Crime",nm0000948,nm0000128,nm0331516,7.4,May,0,4,1,36,2,37
225,tt1645170,Comedy,nm0153078,nm0056187,nm0267506,6.4,May,0,2,1,25,0,0
226,tt1981677,"Comedy, Music, Romance",nm0601337,nm0447695,nm0811242,7.1,October,0,0,1,18,0,6
227,tt2737304,"Horror, Sci-Fi",nm0081540,nm0000113,nm5218990,6.6,December,0,39,1,76,0,11
228,tt1735898,"Action, Adventure, Drama",nm2782185,nm0829576,nm1165110,6.1,May,0,0,0,52,0,13
229,tt1638355,"Action, Adventure, Comedy",nm0005363,nm0147147,nm2309517,7.3,August,0,8,0,3,0,9
230,tt0473075,"Action, Adventure, Fantasy",nm0001565,nm0350453,nm2605345,6.6,June,0,13,1,36,0,2
231,tt2771200,"Family, Fantasy, Musical",nm0174374,nm0914612,nm1405398,7.1,March,1,18,0,25,0,4
232,tt1790885,"Drama, History, Thriller",nm0000941,nm1567113,nm0249291,7.4,January,2,83,2,85,0,20
233,tt4975722,Drama,nm1503575,nm0991810,nm0365140,7.4,November,1,91,2,79,1,23
234,tt0800320,"Action, Adventure, Fantasy",nm0504642,nm0941777,nm0000553,5.8,April,0,0,0,6,1,22
235,tt4649466,"Action, Adventure, Comedy",nm0891216,nm5473782,nm0000147,6.7,September,0,5,0,6,1,67
236,tt6146586,"Action, Crime, Thriller",nm0821432,nm0000206,nm0000932,7.4,May,0,0,0,13,1,44
237,tt3521164,"Animation, Adventure, Comedy",nm0166256,nm7635388,nm0425005,7.6,November,3,11,0,6,0,14
238,tt1478338,"Comedy, Romance",nm0082450,nm1325419,nm0748973,6.8,May,0,8,1,13,0,13
239,tt3731562,"Action, Adventure, Fantasy",nm3611349,nm1089991,nm0000168,6.6,March,0,4,0,5,1,39
240,tt1133985,"Action, Adventure, Sci-Fi",nm0132709,nm0005351,nm0515116,5.5,June,0,3,0,18,0,8
