,id_filma,zanr,id_rezisera,id_glumca1,id_glumca2,ocena,mesec_izlaska,br_oskara_rezisera,br_dr_nagrada_rezisera,br_oskara_glumca1,br_dr_nagrada_glumca1,br_oskara_glumca2,br_dr_nagrada_glumca2
545,tt3766354,"Action, Crime, Thriller",nm0298807,nm0000243,nm0050959,6.7,July,0,5,2,82,0,3
546,tt2203939,"Comedy, Romance",nm0001024,nm0000139,nm0005182,6.0,April,0,5,0,29,0,2
547,tt4116284,"Animation, Action, Comedy",nm0003021,nm0004715,nm0148418,7.3,February,0,5,0,12,0,7
548,tt3741700,"Action, Adventure, Fantasy",nm1002424,nm0151419,nm0267812,6.0,May,0,4,0,6,1,21
549,tt0947810,"Action, Drama, Thriller",nm0339030,nm0000354,nm0005042,6.8,March,1,38,1,34,0,4
550,tt3152624,"Comedy, Drama, Romance",nm0031976,nm2154960,nm0352778,6.2,July,0,16,0,17,0,21
551,tt2554274,"Drama, Fantasy, Horror",nm0868219,nm1985859,nm1567113,6.5,October,2,97,0,6,2,85
552,tt5439796,"Comedy, Crime, Drama",nm0001752,nm1475594,nm3485845,7.0,August,1,31,0,21,2,57
553,tt5848272,"Animation, Adventure, Comedy",nm1601882,nm0000604,nm0798971,7.1,January,1,3,1,21,0,5
554,tt2096672,Comedy,nm0125803,nm0000120,nm0001099,5.6,November,0,3,0,48,0,24
555,tt1204975,"Comedy, Drama",nm0005509,nm0000134,nm0000140,6.6,November,0,0,2,61,2,49
556,tt1262416,"Horror, Mystery",nm0000127,nm0000117,nm0001073,6.1,April,0,11,0,7,0,9
557,tt1538403,"Action, Adventure, Fantasy",nm0958969,nm2934314,nm2570429,5.9,September,0,2,0,4,0,2
558,tt2446980,"Biography, Drama",nm0751102,nm2225369,nm0000134,6.6,January,5,44,1,118,2,61
559,tt1924435,"Action, Comedy, Crime",nm0339004,nm2159926,nm0915458,6.4,October,0,5,0,0,0,0
560,tt1758830,"Comedy, Romance",nm0031976,nm0748620,nm0005182,6.2,February,0,16,0,9,0,2
561,tt6628394,"Crime, Drama, Mystery",nm1206844,nm0000313,nm7248827,7.1,October,1,17,1,48,2,15
562,tt1648190,"Action, Adventure, Fantasy",nm1064048,nm0252961,nm0000190,5.6,August,0,13,0,25,1,48
563,tt0816442,"Drama, War",nm1093053,nm4563869,nm0001691,7.6,March,0,9,0,7,1,45
564,tt0815236,"Comedy, Romance",nm1637768,nm0059431,nm1404408,6.4,March,0,0,0,5,0,0
565,tt3316960,Drama,nm0322144,nm0000194,nm0000285,7.5,February,0,8,1,114,1,46
566,tt7040874,"Comedy, Crime, Drama",nm0082450,nm0447695,nm0515116,6.8,September,0,8,1,18,0,8
567,tt0842926,"Comedy, Drama, Romance",nm0158966,nm0000906,nm0000194,7.0,July,1,17,4,54,1,114
568,tt2034800,"Action, Adventure, Fantasy",nm0955443,nm0000354,nm1320897,5.9,January,0,141,1,34,0,0
569,tt1790886,Comedy,nm0005366,nm0002071,nm0302108,6.1,August,0,8,0,16,0,20
570,tt2177771,"Comedy, Drama, History",nm0000123,nm0000123,nm0000354,6.1,February,2,91,2,91,1,34
571,tt2024432,"Comedy, Crime, Drama",nm1164861,nm0000867,nm0565250,5.7,March,0,2,0,15,2,37
572,tt5052474,"Action, Adventure, Crime",nm1356588,nm0001125,nm0000982,7.1,June,0,5,1,47,1,21
573,tt0475290,"Comedy, Drama, Music",nm0001053,nm0000982,nm0000123,6.3,February,4,110,1,21,2,91
574,tt4276820,"Biography, Drama",nm0359387,nm0000474,nm0644406,7.2,February,0,4,1,65,0,3
575,tt1502397,"Action, Comedy, Crime",nm4816401,nm0000226,nm0001454,6.6,January,0,13,2,66,0,5
576,tt1205537,"Action, Drama, Thriller",nm0000110,nm1517976,nm0000126,6.2,January,5,33,0,7,2,57
577,tt2582496,"Comedy, Drama",nm0004234,nm3287038,nm5518972,7.7,July,0,12,0,2,0,0
578,tt1616195,"Biography, Drama, Romance",nm0000142,nm0000138,nm2309517,6.5,March,4,150,1,99,0,9
579,tt1055292,"Comedy, Drama, Romance",nm0075528,nm0001337,nm0241049,6.5,October,0,2,0,10,0,3
580,tt2561572,"Comedy, Crime",nm1000113,nm0002071,nm0366389,6.0,March,0,3,0,16,0,17
581,tt1390411,"Action, Adventure, Biography",nm0000165,nm1165110,nm0614165,6.9,December,2,37,0,13,0,6
582,tt1615065,"Crime, Drama, Thriller",nm0000231,nm1093951,nm2018237,6.5,July,3,59,0,4,0,3
583,tt0905372,"Horror, Mystery, Sci-Fi",nm0374048,nm0935541,nm0249291,6.2,October,0,0,0,4,0,20
584,tt5715874,"Drama, Horror, Mystery",nm0487166,nm8467096,nm9300501,7.0,November,3,53,0,0,0,0
585,tt1038919,"Action, Comedy, Romance",nm0855035,nm0000098,nm0124930,5.6,April,0,0,0,42,0,4
586,tt1298649,"Comedy, Sci-Fi",nm1676223,nm0001774,nm0000681,5.7,August,0,8,0,14,0,7
587,tt1634122,"Action, Adventure, Comedy",nm0662529,nm0000100,nm0683253,6.3,October,0,0,0,8,1,30
588,tt5462602,"Comedy, Drama, Romance",nm0795290,nm3529685,nm1443740,7.5,July,0,6,1,4,0,5
589,tt1502407,"Crime, Horror, Thriller",nm0337773,nm0000130,nm0339460,6.5,October,0,14,0,14,0,0
590,tt2305051,"Biography, Drama",nm0885249,nm0000702,nm0000368,7.1,December,1,31,1,54,1,57
591,tt0480687,"Comedy, Romance",nm0125803,nm0005562,nm0837177,5.8,March,0,3,1,15,0,0
592,tt6412452,"Comedy, Drama, Musical",nm0001053,nm0625789,nm0914929,7.3,November,4,110,0,6,0,0
593,tt4052882,"Drama, Horror, Thriller",nm1429471,nm0515116,nm1049982,6.3,August,0,0,0,8,0,16
594,tt3488710,"Action, Adventure, Biography",nm0000709,nm0330687,nm3114649,7.3,October,1,34,0,22,0,0
595,tt1862079,"Comedy, Drama, Romance",nm1119880,nm2201555,nm0243233,7.0,June,0,7,0,5,0,8
596,tt1692486,"Comedy, Drama",nm0000591,nm0000149,nm0000701,7.2,March,1,92,2,56,1,90
597,tt6266538,"Biography, Comedy, Drama",nm0570912,nm0000288,nm0010736,7.2,December,1,31,1,78,6,71
598,tt1086772,"Comedy, Romance",nm0178997,nm0001191,nm0000106,6.5,July,0,0,0,63,0,33
599,tt4172430,"Action, Drama, History",nm0000881,nm1024677,nm1032567,7.3,January,0,9,0,14,0,3
600,tt0790736,"Action, Adventure, Comedy",nm0777881,nm0005351,nm0000313,5.6,July,0,15,0,18,1,48
601,tt7556122,"Action, Adventure, Fantasy",nm0697656,nm0000234,nm8460487,6.6,July,0,11,1,65,0,5
602,tt4302938,"Animation, Action, Adventure",nm1325899,nm0000234,nm3280686,7.8,August,3,6,1,65,0,0
603,tt5814060,"Horror, Mystery, Thriller",nm2379028,nm0065007,nm3920288,5.3,September,0,3,1,8,0,0
604,tt2388715,"Horror, Mystery",nm1093039,nm2394794,nm4154798,6.5,April,0,32,0,8,0,2
605,tt1524137,"Action, Crime, Drama",nm0466349,nm0000242,nm0000610,6.5,January,0,34,2,22,0,3
606,tt1615147,"Drama, Thriller",nm1170855,nm0704270,nm0001804,7.1,September,1,10,0,10,1,29
607,tt1937390,Drama,nm0001885,nm0001250,nm0001745,6.9,April,1,105,0,14,0,14
608,tt3829266,"Action, Adventure, Sci-Fi",nm0000948,nm2933542,nm5218990,5.3,September,0,4,0,0,0,11
609,tt1355630,"Drama, Fantasy, Music",nm0191712,nm1631269,nm0257969,6.7,September,0,4,0,28,0,0
610,tt3531824,"Adventure, Crime, Drama",nm1160962,nm0731075,nm2002649,6.5,July,0,0,0,6,0,3
611,tt5308322,"Horror, Mystery, Thriller",nm0484907,nm1557329,nm3441152,6.6,October,0,0,0,0,0,0
612,tt2884206,"Drama, Mystery, Romance",nm2648685,nm0685856,nm3081796,7.4,September,0,5,0,3,0,16
613,tt0822847,"Action, Horror, Thriller",nm0829820,nm0079273,nm1544217,5.7,May,0,0,0,7,0,5
614,tt2402927,"Drama, Romance",nm0001331,nm0000949,nm1913734,7.2,November,1,58,2,155,2,27
615,tt4786282,"Drama, Horror, Mystery",nm2497546,nm1954240,nm5145655,6.3,July,0,5,0,0,0,0
616,tt2265171,"Action, Crime, Thriller",nm2153088,nm3299397,nm3345670,8.0,April,0,10,0,0,0,0
617,tt1228987,"Drama, Fantasy, Horror",nm0716257,nm2240346,nm1631269,7.1,October,0,2,0,3,0,28
618,tt0817230,"Comedy, Romance",nm0005190,nm0000210,nm0004937,5.7,February,0,13,1,60,1,50
619,tt1904996,"Action, Crime, Thriller",nm0000431,nm0005458,nm0000182,6.2,January,1,12,0,0,0,65
620,tt3567288,"Horror, Mystery, Thriller",nm0796117,nm4609822,nm4590837,6.2,September,2,16,0,0,0,6
621,tt4651520,Comedy,nm0524190,nm0005109,nm1063517,6.2,July,0,2,0,14,0,2
622,tt4438848,Comedy,nm0831557,nm0736622,nm0126284,5.7,May,0,2,0,12,0,13
623,tt1860213,Comedy,nm0563243,nm0000134,nm1374980,5.9,January,1,3,2,61,0,34
624,tt2854926,"Action, Comedy",nm1762961,nm0719637,nm1159180,6.5,June,0,0,2,34,0,6
625,tt1179034,"Action, Crime, Thriller",nm0603628,nm0000237,nm0001667,6.5,April,0,0,2,52,0,6
626,tt1911644,"Crime, Drama, Horror",nm0026442,nm0000932,nm2065398,6.7,August,0,6,1,44,0,0
627,tt0365907,"Action, Crime, Drama",nm0291082,nm0000553,nm1405398,6.5,November,2,12,1,22,0,4
628,tt1821549,"Adventure, Comedy, Drama",nm0668247,nm0001136,nm0287182,7.7,January,2,81,2,16,0,0
629,tt3469046,"Animation, Adventure, Comedy",nm0049633,nm0136797,nm1325419,6.3,June,0,0,1,35,1,13
630,tt0435651,"Drama, Romance, Sci-Fi",nm0637518,nm4154798,nm0000313,6.5,August,0,24,0,2,1,48
631,tt5140878,"Horror, Mystery, Thriller",nm2497546,nm0001439,nm5343317,6.5,August,0,5,0,12,0,0
632,tt0455407,"Horror, Thriller",nm0252135,nm0593664,nm0648249,6.5,February,0,0,0,25,0,4
633,tt1067583,"Drama, Romance",nm1349376,nm1500155,nm0000702,6.9,April,0,5,0,47,1,54
634,tt1517260,"Action, Adventure, Drama",nm0629272,nm1519680,nm1796057,5.9,March,1,11,4,67,0,0
635,tt4500922,"Action, Adventure, Sci-Fi",nm1226871,nm3729721,nm3859624,6.2,January,0,2,0,12,0,0
636,tt1071875,"Action, Fantasy, Thriller",nm0004410,nm0000115,nm0001354,4.3,February,0,0,1,44,0,8
637,tt8079248,"Comedy, Fantasy, Music",nm0000965,nm2797744,nm4141252,6.8,June,1,83,0,0,0,4
638,tt2404311,"Comedy, Crime, Thriller",nm0000108,nm0000134,nm0000201,6.3,November,0,28,2,61,3,25
639,tt5776858,"Drama, Romance",nm0000759,nm3043279,nm0000358,7.5,January,8,80,0,11,3,144
640,tt1547234,"Action, Crime, Thriller",nm0462895,nm0330687,nm0788335,6.5,August,0,3,0,22,2,34
641,tt1854564,"Adventure, Family, Fantasy",nm0294457,nm0503567,nm1275259,5.8,August,0,3,0,7,0,0
642,tt1023114,"Adventure, Drama, History",nm0001837,nm0836343,nm0000438,7.3,January,6,38,0,2,4,28
643,tt1924429,"Crime, Drama, Mystery",nm0000965,nm0564215,nm0206257,6.9,April,1,83,0,19,0,11
644,tt1327773,"Biography, Drama",nm0200005,nm0001845,nm0001856,7.2,March,2,30,1,57,2,52
645,tt3410834,"Action, Adventure, Mystery",nm0777881,nm0940362,nm3772243,5.7,March,0,15,0,35,0,3
646,tt1486185,"Fantasy, Horror, Mystery",nm0362566,nm1086543,nm0001305,5.5,March,0,9,0,7,0,6
647,tt3874544,"Animation, Adventure, Comedy",nm0569891,nm0000285,nm0000114,6.3,April,1,0,1,46,0,29
648,tt7959026,"Crime, Drama, Thriller",nm0000142,nm0000142,nm8423767,7.0,December,4,150,4,150,0,0
649,tt1528854,"Comedy, Family",nm1890845,nm0002071,nm0000242,6.2,December,0,0,0,16,2,22
650,tt1307068,"Adventure, Comedy, Drama",nm1032521,nm0136797,nm0461136,6.7,June,0,0,1,35,2,28
651,tt1956620,"Comedy, Romance",nm0440458,nm0781981,nm0000139,5.1,July,0,0,0,7,0,29
652,tt2283336,"Action, Adventure, Comedy",nm0336620,nm1165110,nm1935086,5.6,June,0,7,0,13,0,14
653,tt2866360,"Drama, Horror, Mystery",nm0126096,nm2032150,nm0827561,7.2,August,0,6,0,0,0,0
654,tt4062536,"Horror, Music, Thriller",nm1099918,nm0947338,nm1782299,7.0,May,0,18,0,9,0,4
655,tt1602613,"Action, Crime, Drama",nm0716347,nm0331516,nm0000218,5.7,May,0,30,2,37,1,29
656,tt2312718,"Action, Crime, Thriller",nm0001219,nm0005458,nm0290556,6.5,November,0,3,0,0,1,51
657,tt2510894,"Animation, Comedy, Family",nm0850733,nm0001191,nm1676221,6.7,October,0,3,0,63,0,6
658,tt1622979,"Horror, Thriller",nm0702797,nm0194900,nm0068187,5.8,August,0,0,0,0,0,3
659,tt1921064,"Action, Adventure, Drama",nm0027271,nm3229685,nm0115161,5.5,April,0,2,0,5,0,5
660,tt1206543,"Action, Crime, Drama",nm0178376,nm0000288,nm0000729,6.8,December,0,3,1,78,1,66
661,tt0970866,"Comedy, Romance",nm0919369,nm0001774,nm0001632,5.5,December,1,2,0,14,0,0
662,tt7798634,"Comedy, Horror, Mystery",nm2366012,nm3034977,nm0111013,6.8,August,0,0,0,6,0,4
663,tt2503944,"Comedy, Drama",nm0920274,nm0177896,nm1092227,6.6,October,0,21,8,55,0,5
664,tt2692250,"Adventure, Comedy, Family",nm0506613,nm0001774,nm0000245,6.2,January,1,4,0,14,1,64
665,tt1488606,"Action, Adventure, Crime",nm1170855,nm0000255,nm1209966,6.4,March,1,10,2,71,0,20
666,tt1571234,"Action, Adventure, Fantasy",nm0729514,nm2623492,nm1588066,6.1,December,1,9,0,4,0,0
667,tt2404233,"Action, Adventure, Fantasy",nm0001639,nm4154798,nm0182666,5.4,February,0,7,0,2,0,2
668,tt5758778,"Action, Adventure, Thriller",nm1098493,nm0425005,nm0000117,5.8,July,0,0,0,14,0,7
669,tt4034354,"Comedy, Drama, Fantasy",nm3453283,nm0200452,nm0705356,7.0,July,0,10,0,24,0,15
670,tt2557478,"Action, Adventure, Sci-Fi",nm0215299,nm3915784,nm2207222,5.6,March,0,0,0,8,0,0
671,tt1702439,"Drama, Romance, Thriller",nm0002120,nm2584600,nm0241049,6.7,April,3,16,0,3,0,3
672,tt6343314,"Drama, Sport",nm4023702,nm0430107,nm0000230,7.1,November,0,4,0,40,3,61
673,tt1567609,"Action, Crime, Drama",nm0344496,nm0000154,nm3172776,7.0,June,0,0,2,41,0,0
674,tt1878870,"Comedy, Drama",nm2609807,nm2794962,nm4726634,7.3,November,0,3,1,25,0,3
675,tt1509767,"Action, Adventure, Fantasy",nm0027271,nm0503567,nm0532193,5.7,September,0,2,0,7,0,6
676,tt3967856,"Action, Adventure, Drama",nm0094435,nm0842770,nm0200452,7.3,June,3,175,1,69,0,24
677,tt1656190,"Action, Crime, Thriller",nm0945026,nm0005458,nm4313845,6.5,April,0,5,0,0,0,0
678,tt1536537,"Action, Adventure, Crime",nm2482088,nm0636426,nm0000335,6.9,August,0,7,0,13,7,68
679,tt1682180,"Drama, Mystery, Thriller",nm0661791,nm1985859,nm0000173,6.8,April,0,64,0,6,1,100
680,tt1408253,"Action, Comedy, Crime",nm1103162,nm0001084,nm0366389,6.2,January,0,0,0,9,0,17
681,tt0780653,"Drama, Fantasy, Horror",nm0002653,nm0001125,nm0000164,5.8,February,1,0,1,47,1,52
682,tt1590193,"Action, Crime, Drama",nm1429471,nm0000553,nm0267812,6.3,January,0,0,1,22,1,21
683,tt5742374,"Crime, Drama, Mystery",nm0708903,nm0001618,nm0731286,6.8,November,0,39,1,67,0,25
684,tt5022702,"Horror, Thriller",nm1093039,nm0302330,nm2318089,6.6,April,0,32,0,0,0,0
685,tt2386490,"Animation, Action, Adventure",nm0213450,nm0059431,nm1065229,7.5,February,3,8,0,5,0,21
686,tt2199571,"Action, Crime, Thriller",nm1429471,nm0000553,nm0000438,6.6,April,0,0,1,22,4,28
687,tt3717490,"Action, Adventure, Sci-Fi",nm2410311,nm4223882,nm4305463,5.9,March,0,3,0,0,0,0
688,tt1450321,"Comedy, Crime, Drama",nm1580671,nm0564215,nm0068260,7.1,November,0,0,0,19,0,19
689,tt1053424,"Action, Sci-Fi, Thriller",nm0764601,nm0000179,nm0001845,6.3,March,0,3,2,19,1,57
690,tt1327194,"Drama, Mystery, Romance",nm0382956,nm1374980,nm2279940,6.5,April,2,12,0,34,0,8
691,tt1979388,"Animation, Adventure, Comedy",nm0812307,nm0942482,nm0000531,6.7,January,0,0,0,14,2,91
692,tt0427152,Comedy,nm0005366,nm0136797,nm0748620,5.9,July,0,8,1,35,0,9
693,tt1433108,"Action, Crime, Drama",nm0863387,nm0425005,nm0000671,6.4,November,0,7,0,14,1,31
694,tt4501244,Comedy,nm0357453,nm3614913,nm0290556,6.2,December,0,0,0,2,1,51
695,tt1615160,"Action, Thriller",nm0132709,nm1648520,nm0000329,7.0,September,0,3,0,0,0,46
696,tt1618434,"Action, Comedy, Crime",nm1760830,nm0001191,nm0000098,6.0,June,0,0,0,63,0,42
697,tt1438176,"Comedy, Horror",nm0318916,nm0947338,nm0268199,6.3,August,0,5,0,9,0,15
698,tt0848537,"Animation, Adventure, Family",nm0917188,nm1086543,nm1242688,6.7,May,1,5,0,7,0,19
699,tt0490215,"Drama, History",nm0000217,nm1940449,nm3485845,7.2,February,1,167,1,18,2,57
700,tt1333125,Comedy,nm0006969,nm1297015,nm0580351,4.3,January,0,13,1,72,0,15
701,tt2304933,"Action, Adventure, Sci-Fi",nm2128335,nm1631269,nm2832703,5.2,January,0,0,0,28,0,0
702,tt1038686,"Action, Fantasy, Horror",nm0829820,nm0079273,nm0000598,5.2,April,0,0,0,7,0,11
703,tt0376136,"Comedy, Drama",nm0732430,nm0000136,nm0000610,6.2,October,1,7,3,76,0,3
704,tt1524930,"Adventure, Comedy",nm0197855,nm1159180,nm0000775,6.1,September,0,0,0,6,0,15
705,tt1536044,"Horror, Mystery",nm0931095,nm2209370,nm2913790,5.6,December,0,0,0,0,0,0
706,tt1571222,"Biography, Drama, Romance",nm0000343,nm1055413,nm0461136,6.4,November,0,70,2,78,2,28
707,tt4481414,Drama,nm1989536,nm0262635,nm5085683,7.6,April,0,7,0,7,0,3
708,tt1389072,"Drama, Sci-Fi",nm0668247,nm0000354,nm0910607,5.7,December,2,81,1,34,2,83
709,tt1482459,"Animation, Adventure, Comedy",nm0719208,nm1374980,nm2357847,6.4,March,2,0,0,34,0,49
710,tt1027718,Drama,nm0000231,nm0479471,nm0000140,6.2,October,3,59,0,16,2,49
711,tt1188996,Drama,nm0424103,nm0451321,nm0004418,8.0,February,0,46,0,92,0,26
712,tt1142977,"Animation, Comedy, Family",nm0000318,nm0000213,nm0001573,6.9,January,2,27,2,20,0,21
713,tt0477302,"Adventure, Drama, Mystery",nm0197636,nm4223385,nm0000158,6.9,April,3,41,0,3,2,88
714,tt1800246,"Comedy, Romance",nm3230448,nm1374980,nm0430107,6.1,January,0,0,0,34,0,40
715,tt2381991,"Action, Adventure, Drama",nm1031639,nm1165110,nm1567113,6.1,April,1,0,0,13,2,85
716,tt2671706,Drama,nm0000243,nm0000243,nm0205626,7.2,December,2,82,2,82,1,91
717,tt1109624,"Adventure, Comedy, Family",nm1653753,nm0095017,nm1020089,7.2,December,0,3,0,5,2,53
718,tt5164432,"Comedy, Drama, Romance",nm0075528,nm3538718,nm0004950,7.6,March,0,2,0,3,0,11
719,tt0889573,"Comedy, Drama, Romance",nm0330347,nm0000098,nm0000867,6.1,November,1,2,0,42,0,15
720,tt1240982,"Adventure, Comedy, Fantasy",nm0337773,nm1144419,nm0000204,5.5,April,0,14,0,2,1,93
721,tt2193215,"Crime, Drama, Thriller",nm0000631,nm1055413,nm0004851,5.3,November,4,44,2,78,1,59
722,tt2170593,"Comedy, Drama",nm0577647,nm0000195,nm0565250,7.2,October,2,4,1,53,2,37
723,tt1839492,"Comedy, Drama, Fantasy",nm0206760,nm0200452,nm1443740,7.2,September,0,20,0,24,0,5
724,tt0816462,"Action, Adventure, Fantasy",nm1197971,nm0597388,nm0000579,5.2,August,0,0,0,2,0,8
725,tt3622592,"Comedy, Drama, Mystery",nm1500577,nm1822659,nm5353321,6.3,July,0,2,0,4,0,4
726,tt1618442,"Action, Adventure, Fantasy",nm0252135,nm0004874,nm3310211,6.0,October,0,0,0,7,0,2
727,tt2548396,"Action, Adventure, Horror",nm1564809,nm1813221,nm0654648,5.5,February,0,3,0,7,0,19
728,tt1592525,"Action, Sci-Fi, Thriller",nm1140492,nm0001602,nm1192254,6.1,April,0,3,0,11,0,0
729,tt1502404,"Action, Fantasy, Thriller",nm0527261,nm0000115,nm1720028,5.4,February,0,0,1,44,0,4
730,tt1623288,"Animation, Adventure, Comedy",nm2752098,nm2240346,nm0447695,7.0,August,2,0,0,3,1,18
731,tt1657507,"Action, Drama, Thriller",nm0576298,nm0757855,nm0890232,6.4,July,0,2,0,16,0,0
732,tt1791528,"Comedy, Crime, Drama",nm0000759,nm0001618,nm0000982,6.7,January,8,80,1,67,1,21
733,tt2431286,"Biography, Comedy, Drama",nm0001241,nm0001132,nm0176869,7.6,April,2,76,1,65,2,14
734,tt2241351,"Crime, Drama, Thriller",nm0000149,nm0000123,nm0000210,6.5,June,2,56,2,91,1,60
735,tt1216492,"Comedy, Romance",nm0875793,nm0010736,nm0328828,6.5,May,0,2,6,71,0,2
736,tt2357129,"Biography, Drama",nm0827750,nm0005110,nm0000551,5.9,September,0,0,0,19,0,7
737,tt1195478,"Comedy, Romance",nm0831557,nm0781981,nm1289434,6.2,June,0,2,0,7,0,21
738,tt1622547,"Action, Comedy, Crime",nm0281508,nm0251986,nm1144419,6.1,August,0,0,1,21,0,2
739,tt1981128,"Action, Sci-Fi, Thriller",nm0002041,nm0124930,nm0836343,5.3,October,0,3,0,4,0,2
740,tt5649144,Drama,nm0048918,nm7737419,nm8458915,7.6,November,0,43,0,12,0,0
741,tt3195644,"Horror, Mystery, Thriller",nm1191481,nm0000551,nm2640887,6.1,June,0,5,0,7,0,4
742,tt1179056,"Crime, Drama, Horror",nm1207904,nm0355097,nm1913734,5.2,April,0,11,1,12,2,27
743,tt3381008,"Action, Adventure, Comedy",nm0504642,nm0056187,nm0835016,6.2,February,0,0,1,25,0,3
744,tt1397514,"Action, Adventure, Family",nm0679031,nm1242688,nm0425005,5.8,February,0,0,0,19,0,14
745,tt13143964,Comedy,nm0938471,nm0056187,nm7210025,6.8,October,0,0,1,25,0,0
746,tt2400463,"Drama, Mystery, Thriller",nm0476201,nm1334869,nm1538675,6.6,April,0,11,0,0,0,2
747,tt2567026,"Adventure, Family, Fantasy",nm0090386,nm1985859,nm0000136,6.2,May,0,3,0,6,3,76
748,tt2139881,"Comedy, Romance",nm1349522,nm0000234,nm0736622,6.8,May,0,9,1,65,0,12
749,tt0892318,"Adventure, Comedy, Drama",nm0935095,nm1086543,nm0305558,6.5,August,0,6,0,7,0,36
750,tt1440728,"Crime, Drama, Thriller",nm0179221,nm0000123,nm0093678,6.3,September,0,17,2,91,0,4
751,tt2224026,"Animation, Adventure, Comedy",nm0426333,nm1433588,nm1982597,6.6,March,0,6,0,27,0,82
752,tt1259528,"Action, Crime, Drama",nm0345615,nm0124930,nm1032567,7.0,January,0,0,0,4,0,3
753,tt4465564,"Drama, Romance",nm0001226,nm0424848,nm1946193,4.6,February,0,0,0,10,0,7
754,tt0480255,"Action, Adventure, Crime",nm1234893,nm0252961,nm0757855,6.3,April,0,0,0,25,0,16
755,tt2980592,"Action, Mystery, Thriller",nm1417392,nm1405398,nm0445992,6.7,September,0,6,0,4,0,0
756,tt1675192,"Drama, Horror, Thriller",nm2158772,nm0788335,nm1567113,7.4,November,0,25,2,34,2,85
757,tt1232200,Comedy,nm1890845,nm0001191,nm1676221,5.5,June,0,0,0,63,0,6
758,tt4682786,"Drama, Romance",nm0291205,nm0000226,nm0001570,6.8,December,1,6,2,66,3,47
759,tt1161864,"Drama, Horror, Mystery",nm0405632,nm1524440,nm0000164,6.0,January,0,5,0,2,1,52
760,tt1549572,"Drama, Romance, Sci-Fi",nm2648685,nm1779870,nm0544611,7.0,October,0,5,0,4,0,0
761,tt4572514,"Action, Crime, Drama",nm0000916,nm0000242,nm1157358,7.4,January,0,3,2,22,0,3
762,tt1212419,"Drama, Fantasy, Romance",nm0000142,nm0000354,nm0208426,6.4,January,4,150,1,34,0,11
763,tt0479997,"Action, Adventure, Fantasy",nm0784061,nm0000115,nm0000579,5.4,January,0,3,1,44,0,8
764,tt1778304,"Horror, Mystery",nm1160962,nm3785503,nm1053580,5.8,October,0,0,0,0,0,0
765,tt1477076,"Horror, Mystery",nm0340436,nm0068551,nm0541908,5.6,October,0,0,0,4,0,2
766,tt1412386,"Comedy, Drama, Romance",nm0006960,nm0001132,nm0631490,7.2,March,1,12,1,65,0,14
767,tt1985966,"Animation, Adventure, Comedy",nm0970606,nm0352778,nm0267506,6.4,October,0,0,0,21,0,0
768,tt1489887,Comedy,nm1312575,nm3239803,nm2788156,7.2,May,0,24,0,5,9,5
769,tt4094724,"Action, Horror, Sci-Fi",nm0218621,nm0342029,nm0593310,6.0,July,0,0,0,0,0,4
770,tt1226273,"Action, Crime, Drama",nm0132709,nm0000154,nm0935653,6.6,March,0,3,2,41,0,12
771,tt7146812,"Animation, Adventure, Comedy",nm0768959,nm4043618,nm0695435,7.4,March,0,2,0,19,0,17
772,tt2140379,"Action, Mystery, Sci-Fi",nm0802248,nm0005351,nm2358540,6.5,September,0,6,0,18,0,0
773,tt3063516,Comedy,nm0871860,nm0424216,nm3850986,6.5,October,0,0,0,0,0,0
774,tt1172049,"Action, Comedy, Drama",nm0885249,nm0350453,nm0915208,7.0,April,1,31,1,36,2,59
775,tt3748172,"Drama, Horror, Thriller",nm1093039,nm0001303,nm0339304,6.6,September,0,32,0,3,0,7
776,tt0879870,"Biography, Drama, Romance",nm0614682,nm0000210,nm0000849,5.8,October,0,24,1,60,1,103
777,tt1853739,"Crime, Horror, Mystery",nm1417392,nm1801800,nm1846132,6.6,August,0,6,0,0,0,0
778,tt1532503,"Comedy, Drama, Romance",nm0590122,nm0000191,nm0001626,7.2,June,1,7,0,30,1,47
779,tt1396218,"Comedy, Family, Fantasy",nm0914132,nm0000120,nm0001303,6.0,June,0,0,0,48,0,3
780,tt2172934,"Action, Drama, Thriller",nm0629334,nm0000126,nm2794962,6.2,February,0,2,2,57,1,25
781,tt1204342,"Adventure, Comedy, Family",nm0090386,nm0010736,nm0781981,7.1,November,0,3,6,71,0,7
782,tt1103153,"Action, Comedy, Romance",nm0525659,nm0001337,nm0005110,5.5,June,0,4,0,10,0,19
783,tt4846232,"Crime, Drama, Thriller",nm1509478,nm1500155,nm1509478,7.4,August,0,21,0,47,0,21
784,tt1564585,"Action, Sci-Fi, Thriller",nm0833779,nm0050156,nm0265668,4.4,November,0,0,0,0,0,2
785,tt3072482,"Action, Adventure, Sci-Fi",nm5820154,nm1663205,nm0000619,6.7,April,0,0,0,0,1,19
786,tt3322364,"Biography, Drama, Sport",nm1481618,nm0000226,nm0000285,7.1,December,0,0,2,66,1,46
787,tt1648179,"Action, Comedy, Sport",nm0178997,nm0416673,nm0000161,6.4,October,0,0,0,0,1,17
788,tt0453562,"Biography, Drama, Sport",nm0001338,nm1569276,nm1165660,7.5,April,1,31,0,10,0,2
789,tt0464154,"Comedy, Horror",nm0014960,nm0000223,nm0005278,5.4,August,0,2,1,8,0,0
